UID,UID_R,Claim_No,LossDate,REPORTING_DT,As_At_Date,Payment_Type,Claim_OS,OS_S&S,Claim_OS (Net of S&S),At Fault/ Not At Fault,Location_Of_Accident,Claim_Type,Sub_Claim_Type,At Fault/ Not At Fault Mapping
AG02/11B/2024/006704-2098849,AG02/11B/2024/006704-10725172,CLM/AG02/11B/2024/06504,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/071993-2098852,AG02/11B/2023/071993-10607941,CLM/AG02/11B/2024/06505,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/013657-2098854,AG02/11B/2024/013657-10787250,CLM/AG02/11B/2024/06506,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043766-2098855,AG02/11B/2024/043766-10929264,CLM/AG02/11B/2024/06507,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/004687-2098860,AG02/11B/2024/004687-10713966,CLM/AG02/11B/2024/06509,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/037203-2098861,AG02/11B/2024/037203-10911966,CLM/AG02/11B/2024/06510,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/075372-2098862,AG02/11B/2023/075372-10621361,CLM/AG02/11B/2024/06511,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/047969-2098874,AG02/11B/2024/047969-10942571,CLM/AG02/11B/2024/06515,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/077927-2098877,AG02/11B/2023/077927-10632042,CLM/AG02/11B/2024/06518,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/068453-2098878,AG02/11B/2023/068453-10590838,CLM/AG02/11B/2024/06519,15-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/001375-2098879,AG02/11B/2024/001375-10692937,CLM/AG02/11B/2024/06520,14-09-2024,15-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/014362-2098887,AG02/11B/2024/014362-10792045,CLM/AG02/11B/2024/06522,21-07-2024,16-09-2024,31-12-2024,Payment,2222,0,2222,75,KHOBAR,TP,Third Party Property Damage,Yes
AG02/11B/2023/067573-2099027,AG02/11B/2023/067573-10587765,CLM/AG02/11B/2024/06530,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/039544-2099029,AG02/11B/2024/039544-10918417,CLM/AG02/11B/2024/06531,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/005795-2099030,AG02/11B/2024/005795-10720225,CLM/AG02/11B/2024/06532,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/063922-2099031,AG02/11B/2023/063922-10579433,CLM/AG02/11B/2024/06533,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/001822-2099032,AG02/11B/2024/001822-10695965,CLM/AG02/11B/2024/06534,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/012572-2099034,AG02/11B/2024/012572-10781346,CLM/AG02/11B/2024/06536,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/004470-2099037,AG02/11B/2024/004470-10712803,CLM/AG02/11B/2024/06537,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/024799-2099038,AG02/11B/2024/024799-10862722,CLM/AG02/11B/2024/06538,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/078472-2099044,AG02/11B/2023/078472-10634773,CLM/AG02/11B/2024/06541,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/000291-2099045,AG02/11B/2024/000291-10684282,CLM/AG02/11B/2024/06542,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/035066-2099048,AG02/11B/2024/035066-10907749,CLM/AG02/11B/2024/06543,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/009672-2099051,AG02/11B/2024/009672-10767224,CLM/AG02/11B/2024/06545,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/026954-2099052,AG02/11B/2024/026954-10869800,CLM/AG02/11B/2024/06546,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/000538-2099053,AG02/11B/2024/000538-10686745,CLM/AG02/11B/2024/06547,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/071004-2099054,AG02/11B/2023/071004-10603671,CLM/AG02/11B/2024/06548,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/037636-2099056,AG02/11B/2024/037636-10912704,CLM/AG02/11B/2024/06550,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/046477-2099057,AG02/11B/2024/046477-10937678,CLM/AG02/11B/2024/06551,16-09-2024,16-09-2024,31-12-2024,Payment,4352.31,0,4352.31,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/028039-2099061,AG02/11B/2024/028039-10881321,CLM/AG02/11B/2024/06555,16-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/062504-2099064,AG02/11B/2023/062504-10574213,CLM/AG02/11B/2024/06558,15-09-2024,16-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/035039-2099254,AG02/11B/2024/035039-10907720,CLM/AG02/11B/2024/06578,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/042192-2099261,AG02/11B/2024/042192-10925334,CLM/AG02/11B/2024/06583,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/042416-2099263,AG02/11B/2024/042416-10926283,CLM/AG02/11B/2024/06584,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/031228-2099266,AG02/11B/2024/031228-10897682,CLM/AG02/11B/2024/06585,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/073691-2099273,AG02/11B/2023/073691-10616594,CLM/AG02/11B/2024/06588,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/017017-2099275,AG02/11B/2024/017017-10821613,CLM/AG02/11B/2024/06590,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/030104-2099283,AG02/11B/2024/030104-10893490,CLM/AG02/11B/2024/06594,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/052455-2099287,AG02/11B/2024/052455-10951307,CLM/AG02/11B/2024/06595,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044690-2099291,AG02/11B/2024/044690-10931022,CLM/AG02/11B/2024/06598,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/001267-2099295,AG02/11B/2024/001267-10691558,CLM/AG02/11B/2024/06600,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/021828-2099296,AG02/11B/2024/021828-10850008,CLM/AG02/11B/2024/06601,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/038103-2099299,AG02/11B/2024/038103-10914121,CLM/AG02/11B/2024/06603,17-09-2024,17-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/083649-2099416,AG02/11B/2023/083649-10672180,CLM/AG02/11B/2024/06610,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/009577-2099417,AG02/11B/2024/009577-10767464,CLM/AG02/11B/2024/06611,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/074318-2099418,AG02/11B/2023/074318-10617984,CLM/AG02/11B/2024/06612,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044722-2099424,AG02/11B/2024/044722-10931082,CLM/AG02/11B/2024/06613,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/061254-2099426,AG02/11B/2023/061254-10573090,CLM/AG02/11B/2024/06615,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/083663-2099428,AG02/11B/2023/083663-10672202,CLM/AG02/11B/2024/06617,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/014406-2099433,AG02/11B/2024/014406-10792178,CLM/AG02/11B/2024/06620,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/024773-2099434,AG02/11B/2024/024773-10862585,CLM/AG02/11B/2024/06621,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/071042-2099436,AG02/11B/2023/071042-10603890,CLM/AG02/11B/2024/06622,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/030871-2099440,AG02/11B/2024/030871-10896001,CLM/AG02/11B/2024/06624,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/063763-2099442,AG02/11B/2023/063763-10579030,CLM/AG02/11B/2024/06625,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/008892-2099443,AG02/11B/2024/008892-10768742,CLM/AG02/11B/2024/06626,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043654-2099444,AG02/11B/2024/043654-10929113,CLM/AG02/11B/2024/06627,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/032511-2099445,AG02/11B/2024/032511-10900951,CLM/AG02/11B/2024/06628,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/013265-2099447,AG02/11B/2024/013265-10785467,CLM/AG02/11B/2024/06630,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/073951-2099449,AG02/11B/2023/073951-10616088,CLM/AG02/11B/2024/06631,18-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/032732-2099456,AG02/11B/2024/032732-10901683,CLM/AG02/11B/2024/06636,17-09-2024,18-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/072040-2099565,AG02/11B/2023/072040-10608147,CLM/AG02/11B/2024/06644,19-09-2024,19-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/071202-2099568,AG02/11B/2023/071202-10604673,CLM/AG02/11B/2024/06646,19-09-2024,19-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/046243-2099573,AG02/11B/2024/046243-10937267,CLM/AG02/11B/2024/06649,19-09-2024,19-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/023210-2099574,AG02/11B/2024/023210-10855061,CLM/AG02/11B/2024/06650,19-09-2024,19-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/013080-2099578,AG02/11B/2024/013080-10784014,CLM/AG02/11B/2024/06653,19-09-2024,19-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/015871-2099588,AG02/11B/2024/015871-10811078,CLM/AG02/11B/2024/06660,19-09-2024,19-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044633-2099589,AG02/11B/2024/044633-10930929,CLM/AG02/11B/2024/06661,19-09-2024,19-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/073812-2099593,AG02/11B/2023/073812-10616404,CLM/AG02/11B/2024/06663,18-09-2024,19-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/031138-2099605,AG02/11B/2024/031138-10896678,CLM/AG02/11B/2024/06665,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/039319-2099607,AG02/11B/2024/039319-10917836,CLM/AG02/11B/2024/06666,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/065776-2099609,AG02/11B/2023/065776-10593563,CLM/AG02/11B/2024/06667,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/071321-2099610,AG02/11B/2023/071321-10605032,CLM/AG02/11B/2024/06668,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/016508-2099613,AG02/11B/2024/016508-10817470,CLM/AG02/11B/2024/06670,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/086165-2099614,AG02/11B/2023/086165-10683583,CLM/AG02/11B/2024/06671,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/046973-2099616,AG02/11B/2024/046973-10939649,CLM/AG02/11B/2024/06673,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044805-2099618,AG02/11B/2024/044805-10931211,CLM/AG02/11B/2024/06674,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/061995-2099620,AG02/11B/2023/061995-10574764,CLM/AG02/11B/2024/06676,20-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/038563-2099625,AG02/11B/2024/038563-10915278,CLM/AG02/11B/2024/06678,19-09-2024,20-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/059079-2099637,AG02/11B/2023/059079-10569548,CLM/AG02/11B/2024/06680,21-09-2024,21-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/017965-2099644,AG02/11B/2024/017965-10828696,CLM/AG02/11B/2024/06682,21-09-2024,21-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/024884-2099646,AG02/11B/2024/024884-10863111,CLM/AG02/11B/2024/06683,21-09-2024,21-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/070211-2099658,AG02/11B/2023/070211-10598296,CLM/AG02/11B/2024/06690,20-09-2024,21-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/006206-2099734,AG02/11B/2024/006206-10722849,CLM/AG02/11B/2024/06695,22-09-2024,22-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043827-2099736,AG02/11B/2024/043827-10929390,CLM/AG02/11B/2024/06696,22-09-2024,22-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/023891-2099738,AG02/11B/2024/023891-10858112,CLM/AG02/11B/2024/06697,22-09-2024,22-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/003851-2099742,AG02/11B/2024/003851-10708901,CLM/AG02/11B/2024/06699,22-09-2024,22-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/005436-2099754,AG02/11B/2024/005436-10718106,CLM/AG02/11B/2024/06702,22-09-2024,22-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/006429-2099771,AG02/11B/2024/006429-10724055,CLM/AG02/11B/2024/06707,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/073325-2099780,AG02/11B/2023/073325-10615164,CLM/AG02/11B/2024/06710,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/006515-2099781,AG02/11B/2024/006515-10724262,CLM/AG02/11B/2024/06711,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043891-2099786,AG02/11B/2024/043891-10929598,CLM/AG02/11B/2024/06714,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/068377-2099788,AG02/11B/2023/068377-10590694,CLM/AG02/11B/2024/06715,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/066451-2099791,AG02/11B/2023/066451-10585310,CLM/AG02/11B/2024/06717,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/004949-2099793,AG02/11B/2024/004949-10716564,CLM/AG02/11B/2024/06719,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/045970-2099794,AG02/11B/2024/045970-10936373,CLM/AG02/11B/2024/06720,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/016126-2099799,AG02/11B/2024/016126-10813419,CLM/AG02/11B/2024/06723,23-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/008588-2099803,AG02/11B/2024/008588-10769020,CLM/AG02/11B/2024/06726,22-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/049470-2099804,AG02/11B/2024/049470-10945749,CLM/AG02/11B/2024/06727,22-09-2024,23-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/015072-2099862,AG02/11B/2024/015072-10796539,CLM/AG02/11B/2024/06731,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/018829-2099863,AG02/11B/2024/018829-10837838,CLM/AG02/11B/2024/06732,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/005246-2099866,AG02/11B/2024/005246-10717721,CLM/AG02/11B/2024/06734,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/080178-2099867,AG02/11B/2023/080178-10647821,CLM/AG02/11B/2024/06735,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/020593-2099881,AG02/11B/2024/020593-10846135,CLM/AG02/11B/2024/06745,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/014639-2099884,AG02/11B/2024/014639-10793427,CLM/AG02/11B/2024/06746,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/029090-2099887,AG02/11B/2024/029090-10888675,CLM/AG02/11B/2024/06749,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/000648-2099888,AG02/11B/2024/000648-10687156,CLM/AG02/11B/2024/06750,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/035549-2099892,AG02/11B/2024/035549-10908685,CLM/AG02/11B/2024/06752,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/049798-2099893,AG02/11B/2024/049798-10946265,CLM/AG02/11B/2024/06753,24-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/001928-2099894,AG02/11B/2024/001928-10696396,CLM/AG02/11B/2024/06754,23-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/083787-2099897,AG02/11B/2023/083787-10672614,CLM/AG02/11B/2024/06756,23-09-2024,24-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/031478-2100013,AG02/11B/2024/031478-10898300,CLM/AG02/11B/2024/06765,25-09-2024,25-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/042316-2100015,AG02/11B/2024/042316-10925713,CLM/AG02/11B/2024/06766,25-09-2024,25-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/000960-2100021,AG02/11B/2024/000960-10689467,CLM/AG02/11B/2024/06768,25-09-2024,25-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/008405-2100022,AG02/11B/2024/008405-10769306,CLM/AG02/11B/2024/06769,25-09-2024,25-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/012937-2100023,AG02/11B/2024/012937-10784264,CLM/AG02/11B/2024/06770,25-09-2024,25-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/003978-2100026,AG02/11B/2024/003978-10709312,CLM/AG02/11B/2024/06771,12-09-2024,25-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/079779-2100128,AG02/11B/2023/079779-10639240,CLM/AG02/11B/2024/06782,26-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/030550-2100129,AG02/11B/2024/030550-10895215,CLM/AG02/11B/2024/06783,26-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/033225-2100136,AG02/11B/2024/033225-10903420,CLM/AG02/11B/2024/06786,26-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043509-2100138,AG02/11B/2024/043509-10928907,CLM/AG02/11B/2024/06788,26-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/026210-2100140,AG02/11B/2024/026210-10868125,CLM/AG02/11B/2024/06789,26-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/080652-2100143,AG02/11B/2023/080652-10650950,CLM/AG02/11B/2024/06791,26-09-2024,26-09-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
